,Product_Name,GPU_Chip,Released,Bus,Memory,GPU_clock,Memory_clock,Shaders_TMUs_ROPs
971,GeForce 620M,GF117,"Mar 22nd, 2012",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",625 MHz,900 MHz,96 / 16 / 8
972,GeForce GT 520 OEM,GF119,"Aug 20th, 2012",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",589 MHz,500 MHz,48 / 8 / 4
973,GeForce GT 550M,GF116,"Mar 26th, 2012",PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",475 MHz,900 MHz,144 / 24 / 16
974,GeForce GT 555M 2 GB,GF116,"Mar 26th, 2012",PCIe 2.0 x16,"2 GB, DDR3, 128 bit",675 MHz,900 MHz,144 / 24 / 16
975,GeForce GT 555M 3 GB,GF116,"Mar 26th, 2012",PCIe 2.0 x16,"3 GB, DDR3, 192 bit",590 MHz,900 MHz,144 / 24 / 16
976,GeForce GT 610,GF119,"Apr 2nd, 2012",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",810 MHz,898 MHz,48 / 8 / 4
977,GeForce GT 610 OEM,GF119,"Sep 9th, 2012",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",550 MHz,500 MHz,48 / 8 / 4
978,GeForce GT 610 PCI,GF119,"Apr 2nd, 2012",PCI,"512 MB, DDR3, 64 bit",810 MHz,667 MHz,48 / 8 / 4
979,GeForce GT 610 PCIe x1,GF119,"Apr 2nd, 2012",PCIe 2.0 x1,"512 MB, DDR3, 64 bit",810 MHz,500 MHz,48 / 8 / 4
980,GeForce GT 620,GF108,"May 15th, 2012",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",700 MHz,900 MHz,96 / 16 / 4
981,GeForce GT 620 OEM,GF119,"Apr 2nd, 2012",PCIe 2.0 x16,"512 MB, DDR3, 64 bit",810 MHz,898 MHz,48 / 8 / 4
982,GeForce GT 620M,GF108,"Aug 23rd, 2012",PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",475 MHz,900 MHz,96 / 16 / 4
983,GeForce GT 625M,GF117,"Oct 1st, 2012",PCIe 2.0 x16,"2 GB, DDR3, 64 bit",625 MHz,800 MHz,96 / 16 / 4
984,GeForce GT 630,GF108,"May 15th, 2012",PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",810 MHz,900 MHz,96 / 16 / 4
985,GeForce GT 630 OEM,GK107,"Apr 24th, 2012",PCIe 3.0 x16,"1024 MB, DDR3, 128 bit",875 MHz,891 MHz,192 / 16 / 16
986,GeForce GT 630M,GF108,"Mar 22nd, 2012",MXM-A (3.0),"1024 MB, DDR3, 64 bit",475 MHz,900 MHz,96 / 16 / 4
987,GeForce GT 635M,GF116,"Mar 22nd, 2012",PCIe 2.0 x16,"2 GB, DDR3, 128 bit",675 MHz,900 MHz,144 / 24 / 16
988,GeForce GT 640,GK107,"Jun 5th, 2012",PCIe 3.0 x16,"2 GB, DDR3, 128 bit",902 MHz,891 MHz,384 / 32 / 16
989,GeForce GT 640 OEM,GK107,"Apr 24th, 2012",PCIe 3.0 x16,"2 GB, DDR3, 128 bit",797 MHz,891 MHz,384 / 32 / 16
990,GeForce GT 640 OEM Rebrand,GF116,"Apr 24th, 2012",PCIe 2.0 x16,"1536 MB, DDR3, 192 bit",720 MHz,800 MHz,144 / 24 / 24
991,GeForce GT 640M LE,GF108,"May 4th, 2012",PCIe 2.0 x16,"2 GB, GDDR5, 128 bit",753 MHz,785 MHz,96 / 16 / 4
992,GeForce GT 645 OEM,GF114,"Apr 24th, 2012",PCIe 2.0 x16,"1024 MB, GDDR5, 192 bit",776 MHz,957 MHz,288 / 48 / 24
993,GeForce GT 645M,GK107,"Oct 1st, 2012",PCIe 3.0 x16,"2 GB, DDR3, 128 bit",709 MHz,900 MHz,384 / 32 / 16
994,GeForce GT 650M,GK107,"Mar 22nd, 2012",PCIe 3.0 x16,"1024 MB, DDR3, 128 bit",835 MHz,900 MHz,384 / 32 / 16
995,GeForce GT 650M Mac Edition,GK107,"Jul 12th, 2012",PCIe 3.0 x16,"512 MB, GDDR5, 128 bit",900 MHz,1254 MHz,384 / 32 / 16
996,GeForce GTS 450 Rev. 3,GF116,"Jul 11th, 2012",PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",783 MHz,700 MHz,144 / 24 / 16
997,GeForce GTX 650,GK107,"Sep 6th, 2012",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",1058 MHz,1250 MHz,384 / 32 / 16
998,GeForce GTX 650 Ti,GK106,"Oct 9th, 2012",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",928 MHz,1350 MHz,768 / 64 / 16
999,GeForce GTX 660,GK106,"Sep 6th, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 192 bit",980 MHz,1502 MHz,960 / 80 / 24
1000,GeForce GTX 660 OEM,GK104,"Aug 22nd, 2012",PCIe 3.0 x16,"1536 MB, GDDR5, 192 bit",823 MHz,1400 MHz,1152 / 96 / 24
1001,GeForce GTX 660 OEM,GK104,"Aug 22nd, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",823 MHz,1400 MHz,1152 / 96 / 32
1002,GeForce GTX 660 Ti,GK104,"Aug 16th, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 192 bit",915 MHz,1502 MHz,1344 / 112 / 24
1003,GeForce GTX 670,GK104,"May 10th, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",915 MHz,1502 MHz,1344 / 112 / 32
1004,GeForce GTX 670M,GF114,"Mar 22nd, 2012",MXM-B (3.0),"1536 MB, GDDR5, 192 bit",598 MHz,750 MHz,336 / 56 / 24
1005,GeForce GTX 670MX,GK104,"Oct 1st, 2012",PCIe 3.0 x16,"3 GB, GDDR5, 192 bit",601 MHz,700 MHz,960 / 80 / 24
1006,GeForce GTX 675MX,GK104,"Oct 1st, 2012",MXM-B (3.0),"2 GB, GDDR5, 256 bit",654 MHz,900 MHz,960 / 80 / 32
1007,GeForce GTX 680M,GK104,"Jun 4th, 2012",MXM-B (3.0),"4 GB, GDDR5, 256 bit",719 MHz,900 MHz,1344 / 112 / 32
1008,GeForce GTX 680MX Mac Edition,GK104,"Oct 23rd, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",719 MHz,1250 MHz,1536 / 128 / 32
1009,NVS 1000,GK107,Never Released,PCIe 3.0 x16,"2 GB, DDR3, 128 bit",797 MHz,891 MHz,192 / 16 / 16
1010,NVS 510,GK107,"Oct 23rd, 2012",PCIe 2.0 x16,"2 GB, DDR3, 128 bit",797 MHz,891 MHz,192 / 16 / 16
1011,NVS 5200M,GF108,"Sep 17th, 2012",MXM,"1024 MB, GDDR5, 64 bit",672 MHz,785 MHz,96 / 16 / 4
1012,NVS 5200M,GF117,"Jun 1st, 2012",MXM,"1024 MB, DDR3, 64 bit",625 MHz,900 MHz,96 / 16 / 4
1013,NVS 5400M,GF108,"Jun 1st, 2012",MXM,"2 GB, GDDR3, 128 bit",660 MHz,900 MHz,96 / 16 / 4
1014,Playstation 3 GPU 40nm,RSX-40nm,"Oct 4th, 2012",IGP,"256 MB, GDDR3, 128 bit",550 MHz,650 MHz,24 / 8 / 24 / 8
1015,Quadro 410,GK107,"Aug 7th, 2012",PCIe 2.0 x16,"512 MB, DDR3, 64 bit",706 MHz,891 MHz,192 / 16 / 8
1016,Quadro 7000,GF110,"May 2nd, 2012",PCIe 2.0 x16,"6 GB, GDDR5, 384 bit",651 MHz,851 MHz,512 / 64 / 48
1017,Quadro K1000M,GK107,"Jun 1st, 2012",MXM-A (3.0),"2 GB, DDR3, 128 bit",850 MHz,900 MHz,192 / 16 / 16
1018,Quadro K2000M,GK107,"Jun 1st, 2012",MXM-A (3.0),"2 GB, DDR3, 128 bit",745 MHz,900 MHz,384 / 32 / 16
1019,Quadro K3000M,GK104,"Jun 1st, 2012",MXM-B (3.0),"2 GB, GDDR5, 256 bit",654 MHz,700 MHz,576 / 48 / 32
1020,Quadro K4000M,GK104,"Jun 1st, 2012",MXM-B (3.0),"4 GB, GDDR5, 256 bit",601 MHz,700 MHz,960 / 80 / 32
1021,Quadro K5000,GK104,"Aug 17th, 2012",PCIe 2.0 x16,"4 GB, GDDR5, 256 bit",706 MHz,1350 MHz,1536 / 128 / 32
1022,Quadro K5000 Mac Edition,GK104,"Aug 7th, 2012",PCIe 2.0 x16,"4 GB, GDDR5, 256 bit",706 MHz,1350 MHz,1536 / 128 / 32
1023,Quadro K5000M,GK104,"Aug 7th, 2012",MXM-B (3.0),"4 GB, GDDR5, 256 bit",601 MHz,750 MHz,1344 / 112 / 32
1024,Quadro K500M,GK107,"Jun 1st, 2012",MXM-A (3.0),"1024 MB, DDR3, 64 bit",709 MHz,800 MHz,192 / 16 / 8
1025,FirePro A300,Devastator,"Jun 6th, 2012",PCIe 2.0 x16,System Shared,760 MHz,System Shared,384 / 24 / 8
1026,FirePro A320,Devastator,"Jun 6th, 2012",PCIe 2.0 x16,System Shared,800 MHz,System Shared,384 / 24 / 8
1027,FirePro M2000,Turks,"Jul 1st, 2012",PCIe 2.0 x16,"1024 MB, GDDR5, 64 bit",500 MHz,800 MHz,480 / 24 / 8
1028,FirePro M4000,Chelsea,"Jun 27th, 2012",MXM-A (3.0),"1024 MB, GDDR5, 128 bit",675 MHz,1000 MHz,512 / 32 / 16
1029,FirePro M6000,Heathrow,"Jul 1st, 2012",MXM-B (3.0),"2 GB, GDDR5, 128 bit",800 MHz,1000 MHz,640 / 40 / 16
1030,FirePro S7000,Pitcairn,"Aug 27th, 2012",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",950 MHz,1200 MHz,1280 / 80 / 32
1031,FirePro S9000,Tahiti,"Aug 24th, 2012",PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",900 MHz,1375 MHz,1792 / 112 / 32
1032,FirePro S9010,Tahiti,"Aug 24th, 2012",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",800 MHz,1250 MHz,1792 / 112 / 32
1033,FirePro V3900,Turks,"Feb 7th, 2012",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,900 MHz,480 / 24 / 8
1034,FirePro W4000,Pitcairn,"Aug 7th, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",825 MHz,800 MHz,768 / 48 / 32
1035,FirePro W5000,Pitcairn,"Aug 7th, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",825 MHz,800 MHz,768 / 48 / 32
1036,FirePro W600,Cape Verde,"Jun 13th, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",750 MHz,1000 MHz,512 / 32 / 16
1037,FirePro W7000,Pitcairn,"Jun 13th, 2012",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",950 MHz,1200 MHz,1280 / 80 / 32
1038,FirePro W8000,Tahiti,"Jun 14th, 2012",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",900 MHz,1375 MHz,1792 / 112 / 32
1039,FirePro W9000,Tahiti,"Jun 14th, 2012",PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",975 MHz,1375 MHz,2048 / 128 / 32
1040,Radeon HD 6850 1440SP Edition,Cypress,"Aug 21st, 2012",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",725 MHz,1000 MHz,1440 / 72 / 32
1041,Radeon HD 7470A,Redwood,"Jan 5th, 2012",MXM-A (3.0),"1024 MB, DDR3, 64 bit",775 MHz,800 MHz,400 / 20 / 8
1042,Radeon HD 7550M,Thames,"Jan 7th, 2012",PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",500 MHz,900 MHz,480 / 24 / 16
1043,Radeon HD 7550M,Thames,"Jan 7th, 2012",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",450 MHz,900 MHz,400 / 20 / 8
1044,Radeon HD 7560D IGP,Devastator Lite,"Oct 2nd, 2012",IGP,System Shared,760 MHz,System Shared,256 / 16 / 8
1045,Radeon HD 7560G IGP,Devastator Lite,"May 15th, 2012",IGP,System Shared,496 MHz,System Shared,256 / 16 / 8
1046,Radeon HD 7570,Turks,"Jan 5th, 2012",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,800 MHz,480 / 24 / 8
1047,Radeon HD 7570M,Thames,"Jan 7th, 2012",PCIe 2.0 x16,"1024 MB, GDDR5, 64 bit",500 MHz,800 MHz,480 / 24 / 16
1048,Radeon HD 7590M,Thames,"Jan 7th, 2012",PCIe 2.0 x16,"1024 MB, GDDR5, 64 bit",600 MHz,800 MHz,480 / 24 / 8
1049,Radeon HD 7620G IGP,Devastator,"May 15th, 2012",IGP,System Shared,360 MHz,System Shared,384 / 24 / 8
1050,Radeon HD 7630M,Thames,"Jan 7th, 2012",PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",450 MHz,800 MHz,480 / 24 / 8
1051,Radeon HD 7640G IGP,Devastator Lite,"May 15th, 2012",IGP,System Shared,496 MHz,System Shared,256 / 16 / 8
1052,Radeon HD 7650A,Onega,"Jan 5th, 2012",MXM-A (3.0),"1024 MB, DDR3, 128 bit",600 MHz,900 MHz,480 / 24 / 8
1053,Radeon HD 7650M,Thames,"Jan 7th, 2012",PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",450 MHz,800 MHz,480 / 24 / 16
1054,Radeon HD 7650M Rebrand,Whistler,"Mar 28th, 2012",PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",485 MHz,800 MHz,480 / 24 / 8
1055,Radeon HD 7660D IGP,Devastator,"Oct 2nd, 2012",IGP,System Shared,760 MHz,System Shared,384 / 24 / 8
1056,Radeon HD 7660G IGP,Devastator,"May 15th, 2012",IGP,System Shared,686 MHz,System Shared,384 / 24 / 8
1057,Radeon HD 7670 OEM,Turks,"Jan 5th, 2012",PCIe 2.0 x16,"512 MB, GDDR5, 128 bit",800 MHz,1000 MHz,480 / 24 / 8
1058,Radeon HD 7670A,Turks,"Jan 5th, 2012",MXM-A (3.0),"1024 MB, GDDR5, 128 bit",600 MHz,1000 MHz,480 / 24 / 8
1059,Radeon HD 7670M,Thames,"Feb 17th, 2012",PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",600 MHz,900 MHz,480 / 24 / 16
1060,Radeon HD 7670M Rebrand,Whistler,"Jul 1st, 2012",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",600 MHz,900 MHz,480 / 24 / 16
1061,Radeon HD 7690M Rebrand,Whistler,"Jan 7th, 2012",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",600 MHz,800 MHz,480 / 24 / 8
1062,Radeon HD 7690M XT Rebrand,Whistler,"Jan 4th, 2012",PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",725 MHz,800 MHz,480 / 24 / 8
1063,Radeon HD 7730M,Chelsea,"Apr 24th, 2012",PCIe 2.0 x16,"2 GB, DDR3, 128 bit",575 MHz,900 MHz,512 / 32 / 16
1064,Radeon HD 7750,Cape Verde,"Feb 15th, 2012",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",800 MHz,1125 MHz,512 / 32 / 16
1065,Radeon HD 7750M,Chelsea,"Apr 24th, 2012",PCIe 2.0 x16,"2 GB, GDDR5, 128 bit",575 MHz,1000 MHz,512 / 32 / 16
1066,Radeon HD 7770 GHz Edition,Cape Verde,"Feb 15th, 2012",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",1000 MHz,1125 MHz,640 / 40 / 16
1067,Radeon HD 7770M,Chelsea,"Apr 24th, 2012",PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",675 MHz,1000 MHz,512 / 32 / 16
1068,Radeon HD 7850,Pitcairn,"Mar 5th, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",860 MHz,1200 MHz,1024 / 64 / 32
1069,Radeon HD 7850M,Heathrow,"Apr 24th, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",675 MHz,1000 MHz,640 / 40 / 16
1070,Radeon HD 7870 GHz Edition,Pitcairn,"Mar 5th, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",1000 MHz,1200 MHz,1280 / 80 / 32
1071,Radeon HD 7870 XT,Tahiti,"Nov 19th, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",925 MHz,1500 MHz,1536 / 96 / 32
1072,Radeon HD 7870M,Heathrow,"Apr 24th, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",800 MHz,1000 MHz,640 / 40 / 16
1073,Radeon HD 7950,Tahiti,"Jan 31st, 2012",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",800 MHz,1250 MHz,1792 / 112 / 32
1074,Radeon HD 7950 Boost,Tahiti,"Jun 22nd, 2012",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",850 MHz,1250 MHz,1792 / 112 / 32
1075,Radeon HD 7950 Monica BIOS 1,Tahiti,"Jan 31st, 2012",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",925 MHz,1250 MHz,1536 / 96 / 32
1076,Radeon HD 7950 Monica BIOS 2,Tahiti,"Jan 31st, 2012",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",800 MHz,1250 MHz,768 / 48 / 32
1077,Radeon HD 7950M,Wimbledon,"Apr 24th, 2012",MXM-B (3.0),"2 GB, GDDR5, 256 bit",700 MHz,1000 MHz,1280 / 80 / 32
1078,Radeon HD 7970M,Wimbledon,"Apr 24th, 2012",MXM-B (3.0),"2 GB, GDDR5, 256 bit",850 MHz,1200 MHz,1280 / 80 / 32
1079,FirePro V7760,RV770,2012,PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",750 MHz,850 MHz,800 / 40 / 8
1080,FirePro V7770,RV770,2012,PCIe 2.0 x16,"1024 MB, GDDR4, 128 bit",625 MHz,1050 MHz,800 / 40 / 8
1081,Mobility Radeon HD 5570,Pinewood,"Nov 23rd, 2012",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",550 MHz,800 MHz,400 / 20 / 8
1082,GeForce GT 635M,GF116,"Mar 22nd, 2012",PCIe 2.0 x16,"2 GB, DDR3, 128 bit",675 MHz,900 MHz,144 / 24 / 16
1083,GeForce GT 635M,GF116,"Mar 22nd, 2012",PCIe 2.0 x16,"2 GB, DDR3, 128 bit",650 MHz,900 MHz,144 / 24 / 16
1084,GeForce GT 640,GK107,"Jun 5th, 2012",PCIe 3.0 x16,"2 GB, DDR3, 128 bit",902 MHz,891 MHz,384 / 32 / 16
1085,GeForce GT 640 OEM,GK107,"Apr 24th, 2012",PCIe 3.0 x16,"2 GB, DDR3, 128 bit",797 MHz,891 MHz,384 / 32 / 16
1086,GeForce GT 640 OEM Rebrand,GF116,"Apr 24th, 2012",PCIe 2.0 x16,"1536 MB, DDR3, 192 bit",720 MHz,800 MHz,144 / 24 / 24
1087,GeForce GT 640M,GK107,"Mar 22nd, 2012",PCIe 3.0 x16,"2 GB, DDR3, 128 bit",624 MHz,900 MHz,384 / 32 / 16
1088,GeForce GT 640M LE,GK107,"Mar 22nd, 2012",PCIe 3.0 x16,"1024 MB, DDR3, 128 bit",500 MHz,900 MHz,384 / 32 / 16
1089,GeForce GT 645 OEM,GF114,"Apr 24th, 2012",PCIe 2.0 x16,"1024 MB, GDDR5, 192 bit",776 MHz,957 MHz,288 / 48 / 24
1090,GeForce GT 645M,GK107,"Oct 1st, 2012",PCIe 3.0 x16,"2 GB, DDR3, 128 bit",709 MHz,900 MHz,384 / 32 / 16
1091,GeForce GT 650M,GK107,"Mar 22nd, 2012",PCIe 3.0 x16,"1024 MB, DDR3, 128 bit",835 MHz,900 MHz,384 / 32 / 16
1092,GeForce GT 650M Mac Edition,GK107,"Jul 12th, 2012",PCIe 3.0 x16,"512 MB, GDDR5, 128 bit",900 MHz,1254 MHz,384 / 32 / 16
1093,GeForce GTS 450 Rev. 3,GF116,"Jul 11th, 2012",PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",783 MHz,700 MHz,144 / 24 / 16
1094,GeForce GTX 560 SE,GF114,"Feb 20th, 2012",PCIe 2.0 x16,"1024 MB, GDDR5, 192 bit",736 MHz,957 MHz,288 / 48 / 24
1095,GeForce GTX 650,GK107,"Sep 6th, 2012",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",1058 MHz,1250 MHz,384 / 32 / 16
1096,GeForce GTX 650 Ti,GK106,"Oct 9th, 2012",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",928 MHz,1350 MHz,768 / 64 / 16
1097,GeForce GTX 660,GK106,"Sep 6th, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 192 bit",980 MHz,1502 MHz,960 / 80 / 24
1098,GeForce GTX 660 OEM,GK104,"Aug 22nd, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",823 MHz,1400 MHz,1152 / 96 / 32
1099,GeForce GTX 660 OEM,GK104,"Aug 22nd, 2012",PCIe 3.0 x16,"1536 MB, GDDR5, 192 bit",823 MHz,1400 MHz,1152 / 96 / 24
1100,GeForce GTX 660 Ti,GK104,"Aug 16th, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 192 bit",915 MHz,1502 MHz,1344 / 112 / 24
1101,GeForce GTX 660M,GK107,"Mar 22nd, 2012",MXM-B (3.0),"2 GB, GDDR5, 128 bit",835 MHz,1250 MHz,384 / 32 / 16
1102,GeForce GTX 670,GK104,"May 10th, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",915 MHz,1502 MHz,1344 / 112 / 32
1103,GeForce GTX 670M,GF114,"Mar 22nd, 2012",MXM-B (3.0),"1536 MB, GDDR5, 192 bit",598 MHz,750 MHz,336 / 56 / 24
1104,GeForce GTX 670MX,GK104,"Oct 1st, 2012",PCIe 3.0 x16,"3 GB, GDDR5, 192 bit",601 MHz,700 MHz,960 / 80 / 24
1105,GeForce GTX 675M,GF114,"Mar 22nd, 2012",MXM-B (3.0),"2 GB, GDDR5, 256 bit",620 MHz,750 MHz,384 / 64 / 32
1106,GeForce GTX 675MX,GK104,"Oct 1st, 2012",MXM-B (3.0),"2 GB, GDDR5, 256 bit",654 MHz,900 MHz,960 / 80 / 32
1107,GeForce GTX 680,GK104,"Mar 22nd, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",1006 MHz,1502 MHz,1536 / 128 / 32
1108,GeForce GTX 680M,GK104,"Jun 4th, 2012",MXM-B (3.0),"4 GB, GDDR5, 256 bit",719 MHz,900 MHz,1344 / 112 / 32
1109,GeForce GTX 680MX Mac Edition,GK104,"Oct 23rd, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",719 MHz,1250 MHz,1536 / 128 / 32
1110,Quadro 7000,GF110,"May 2nd, 2012",PCIe 2.0 x16,"6 GB, GDDR5, 384 bit",651 MHz,851 MHz,512 / 64 / 48
1111,Quadro K2000M,GK107,"Jun 1st, 2012",MXM-A (3.0),"2 GB, DDR3, 128 bit",745 MHz,900 MHz,384 / 32 / 16
1112,Quadro K3000M,GK104,"Jun 1st, 2012",MXM-B (3.0),"2 GB, GDDR5, 256 bit",654 MHz,700 MHz,576 / 48 / 32
1113,Quadro K4000M,GK104,"Jun 1st, 2012",MXM-B (3.0),"4 GB, GDDR5, 256 bit",601 MHz,700 MHz,960 / 80 / 32
1114,Quadro K5000,GK104,"Aug 17th, 2012",PCIe 2.0 x16,"4 GB, GDDR5, 256 bit",706 MHz,1350 MHz,1536 / 128 / 32
1115,Quadro K5000 Mac Edition,GK104,"Aug 7th, 2012",PCIe 2.0 x16,"4 GB, GDDR5, 256 bit",706 MHz,1350 MHz,1536 / 128 / 32
1116,Quadro K5000M,GK104,"Aug 7th, 2012",MXM-B (3.0),"4 GB, GDDR5, 256 bit",601 MHz,750 MHz,1344 / 112 / 32
1117,No graphics cards found. Please change your search criteria.,,,,,,,
1118,FirePro A300,Devastator,"Jun 6th, 2012",PCIe 2.0 x16,System Shared,760 MHz,System Shared,384 / 24 / 8
1119,FirePro A320,Devastator,"Jun 6th, 2012",PCIe 2.0 x16,System Shared,800 MHz,System Shared,384 / 24 / 8
1120,FirePro M4000,Chelsea,"Jun 27th, 2012",MXM-A (3.0),"1024 MB, GDDR5, 128 bit",675 MHz,1000 MHz,512 / 32 / 16
1121,FirePro M6000,Heathrow,"Jul 1st, 2012",MXM-B (3.0),"2 GB, GDDR5, 128 bit",800 MHz,1000 MHz,640 / 40 / 16
1122,FirePro S7000,Pitcairn,"Aug 27th, 2012",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",950 MHz,1200 MHz,1280 / 80 / 32
1123,FirePro S9000,Tahiti,"Aug 24th, 2012",PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",900 MHz,1375 MHz,1792 / 112 / 32
1124,FirePro S9010,Tahiti,"Aug 24th, 2012",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",800 MHz,1250 MHz,1792 / 112 / 32
1125,FirePro V3900,Turks,"Feb 7th, 2012",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,900 MHz,480 / 24 / 8
1126,FirePro W4000,Pitcairn,"Aug 7th, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",825 MHz,800 MHz,768 / 48 / 32
1127,FirePro W5000,Pitcairn,"Aug 7th, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",825 MHz,800 MHz,768 / 48 / 32
1128,FirePro W600,Cape Verde,"Jun 13th, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",750 MHz,1000 MHz,512 / 32 / 16
1129,FirePro W7000,Pitcairn,"Jun 13th, 2012",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",950 MHz,1200 MHz,1280 / 80 / 32
1130,FirePro W8000,Tahiti,"Jun 14th, 2012",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",900 MHz,1375 MHz,1792 / 112 / 32
1131,FirePro W9000,Tahiti,"Jun 14th, 2012",PCIe 3.0 x16,"6 GB, GDDR5, 384 bit",975 MHz,1375 MHz,2048 / 128 / 32
1132,Radeon HD 6850 1440SP Edition,Cypress,"Aug 21st, 2012",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",725 MHz,1000 MHz,1440 / 72 / 32
1133,Radeon HD 7470A,Redwood,"Jan 5th, 2012",MXM-A (3.0),"1024 MB, DDR3, 64 bit",775 MHz,800 MHz,400 / 20 / 8
1134,Radeon HD 7550M,Thames,"Jan 7th, 2012",PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",500 MHz,900 MHz,480 / 24 / 16
1135,Radeon HD 7570,Turks,"Jan 5th, 2012",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,800 MHz,480 / 24 / 8
1136,Radeon HD 7570M,Thames,"Jan 7th, 2012",PCIe 2.0 x16,"1024 MB, GDDR5, 64 bit",500 MHz,800 MHz,480 / 24 / 16
1137,Radeon HD 7590M,Thames,"Jan 7th, 2012",PCIe 2.0 x16,"1024 MB, GDDR5, 64 bit",600 MHz,800 MHz,480 / 24 / 8
1138,Radeon HD 7650A,Onega,"Jan 5th, 2012",MXM-A (3.0),"1024 MB, DDR3, 128 bit",600 MHz,900 MHz,480 / 24 / 8
1139,Radeon HD 7650M,Thames,"Jan 7th, 2012",PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",450 MHz,800 MHz,480 / 24 / 16
1140,Radeon HD 7660D IGP,Devastator,"Oct 2nd, 2012",IGP,System Shared,760 MHz,System Shared,384 / 24 / 8
1141,Radeon HD 7660G IGP,Devastator,"May 15th, 2012",IGP,System Shared,686 MHz,System Shared,384 / 24 / 8
